Well_ID,"Est Pump Difference, GPM","R1, GPM","R2, GPM","R3, GPM","R4, GPM","R5, GPM","R6, GPM","R7, GPM","R8, GPM","R9, GPM","R10, GPM","R11, GPM","R12, GPM","R13, GPM","R14, GPM","R15, GPM","R16, GPM","R17, GPM","R18, GPM","R19, GPM","R20, GPM","R21, GPM","R22, GPM","R23, GPM","R24, GPM","R25, GPM","R26, GPM","R27, GPM","R28, GPM","R29, GPM","R30, GPM","R31, GPM","R32, GPM","R33, GPM","R34, GPM","R35, GPM","R36, GPM","R37, GPM","R38, GPM","R39, GPM","R40, GPM","R41, GPM","R42, GPM","R43, GPM","R44, GPM","R45, GPM","R46, GPM","R47, GPM","R48, GPM","R49, GPM","R50, GPM","R51, GPM","R52, GPM","R53, GPM","R54, GPM","R55, GPM","R56, GPM","R57, GPM","R58, GPM","R59, GPM","R60, GPM","R61, GPM","R62, GPM","R63, GPM","R64, GPM","R65, GPM","R66, GPM","R67, GPM","R68, GPM","R69, GPM","R70, GPM","R71, GPM","R72, GPM","R73, GPM","R74, GPM","R75, GPM","R76, GPM","R77, GPM","R78, GPM","R79, GPM","R80, GPM","R81, GPM","R82, GPM","R83, GPM","R84, GPM","R85, GPM","R86, GPM","R87, GPM","R88, GPM","R89, GPM","R90, GPM","R91, GPM","R92, GPM","R93, GPM","R94, GPM","R95, GPM","R96, GPM","R97, GPM","R98, GPM","R99, GPM","R100, GPM"
4,18.964364844713632,15.615887956953912,10.63299277295992,15.103472137643465,20.883290421302053,18.72312356128265,7.056409659438737,29.557279132339332,5.280470242426965,11.20126765256454,4.041622005019857,22.649514066089182,23.04541094665069,19.53354835378788,38.003089660546664,12.479639549915827,16.156502302514767,3.5619991444626464,-1.0066367522322999,13.182257255199659,9.561430307979471,5.04961545515237,0.7981902916387895,5.324824332343653,37.61226402395721,8.78081557263637,18.865624798853666,37.425834011248355,7.104119699683206,9.459747405826059,16.472857093351166,1.5624117994810334,20.72763842899675,25.30775655381857,8.464688770670257,5.174932500422784,16.819131337047985,21.482190973625407,25.960160430709646,15.986809400345738,19.935235975400786,12.311416740248,9.646970614026323,11.953869826569619,14.206498963977921,-0.08870872807494123,10.64051993304743,15.24857338332513,2.617641653471523,24.450321862702022,3.00533512777732,23.085146571951768,27.302947377327058,9.557226390904145,12.948413843289352,14.122812648809234,17.918009378822422,24.427684245638126,12.874362865271415,39.481506884792466,31.733534799118118,48.66482980380401,17.114888324052895,18.838209593790847,-4.379085078643435,26.398302956598023,18.118457667644257,17.135735291688622,17.866094416667686,14.136143853726395,14.796359809038595,26.74905856966306,34.66810846291825,16.899138797635754,23.501664215573374,28.798065298076775,19.84048410245256,14.407991177186943,32.39760392785811,32.990685115013626,-9.33656577805921,18.117231738006595,26.579405396188562,19.919479644608558,8.187170865157192,23.55966479017993,18.72354737479731,17.722036980251225,29.829198853461797,1.6648202947733601,40.66080837695332,16.333140437820994,10.264350305211392,10.970718186371274,19.368055690917462,19.744122527603572,-5.506672806555606,5.972788362885893,28.27928499414196,32.36275766940119,17.819900618789944
31,22.00614356020149,30.060355952523278,14.760582741218736,41.753165415541886,14.718566843145679,20.540533656200743,18.134554913959313,11.270216875252112,29.035029350454746,7.968675535512544,18.261927730546464,27.94285976069816,18.216013906437894,21.783861374430685,25.865145375242154,16.65207695409042,37.030526782353704,14.003925797693007,4.485627248911445,12.409925097881013,26.72497530384184,17.949842028515512,26.896623788715495,19.449009880871802,24.890041382245812,54.230706939546465,24.056269458644536,8.61417454660904,10.097499637392138,14.84359009353114,8.903126579400244,18.946047844320123,5.8235894567226225,24.259935943776263,27.05938831317992,23.873061660879486,27.182902992120965,22.552978395435527,18.771497609858873,18.758859387271908,30.46959854309682,36.613194852106794,9.305187469934012,25.769868826379987,17.966377916097365,7.67488218120587,20.610352695716582,8.257387935616315,20.941281786559546,20.437080359797058,17.05307421249106,35.07841286893141,26.11625467997196,9.655454122880556,36.13696544079908,27.85623978804269,33.324451149530105,31.36334830384049,18.011084161415592,9.474042540250185,18.258698105891767,41.75161207299105,19.245170541727635,29.69355986231855,19.22902862649911,12.1938022546509,18.61858214840035,29.961855329538395,20.353443630604318,17.679272504776407,38.97138775713227,33.26411537114585,11.694226376633265,30.322237415704503,23.011677314379057,23.576359885765736,18.319176702828788,37.67768175828124,39.7539282558804,21.05668054854203,23.12401306509568,24.56966880620711,19.562569701991485,16.931490578804688,10.857985617781926,28.072738469017448,27.394744851486642,39.31049783534567,28.1477832248899,21.557293979395176,40.45753080204652,32.59797220538575,17.286601526880943,37.33238154613531,16.016126245032098,17.860520449993185,34.373126976130806,19.471136503261754,30.23661941612103,18.617859210892906,30.213664935158533
42,-25.740228844496936,-17.275022214834365,-35.386294840443576,-26.40442525335768,-32.53334571183613,-30.053961015490124,-19.40933285980853,-7.730246861043767,-27.122532555194255,-24.366620911563825,-15.81596673590555,-12.466179880955835,-25.464976704092624,-29.646852725268356,-17.25625684631195,-29.79439870793201,-22.36656598939089,-16.968609839752865,-25.274681829294238,-23.28809716238738,-25.580907478563514,-17.560420050944536,-18.94466824928771,-27.63987266800722,-10.38457813271403,-15.916713964798141,-16.49074029604952,-17.027553945779115,-36.012973979147894,-32.11384797120118,-31.448120132820655,-24.246664579120644,-28.89465696458386,-39.20002503139632,-34.82064565725921,-32.328522011263864,-27.07018347721431,-26.483943262450442,-34.38670308156517,-24.01403727212098,-27.532837361637576,-17.880897396715632,-45.47051934807647,-25.062573911635806,-18.180362864059912,-20.78384822619871,-19.513316800105926,-19.113688933466904,-41.24404703780753,-26.731025563926845,-35.8411480435163,-24.78695233640947,-17.177728045739233,-10.071282318399504,-25.513712814797486,-20.297996159085105,-24.863899673956475,-23.796619693238377,-24.7750816088288,-29.377469311369822,-23.746207207122463,-29.539973112201025,-29.525504097224005,-33.18172065777036,-38.840538476402834,-24.50932246056804,-25.208964608141855,-32.233875746278194,-31.2175756216513,-12.372177932349947,-10.655413441037009,-22.753082166994336,-26.768296305876518,-37.145300998476735,-28.073757593179483,-33.915432730458484,-28.329232331049635,-33.46260432379322,-31.391105766099344,-18.53713949302341,-30.236768456385622,-20.10947434503413,-34.10863519593478,-23.10322768987664,-17.04144471921596,-18.71681477023524,-19.25759759931759,-31.053766293508296,-30.10228133436022,-29.3016430810245,-31.766676468369695,-16.191960122203696,-20.189257219839696,-21.646032525668822,-32.90222222350075,-8.509623259167704,-42.22898127059179,-18.5526548886495,-21.648813488685004,-38.62348609816496,-19.66363756193367
52,-16.311312161679616,-22.39683547567386,-10.357820373274496,-14.581966377078597,-17.804734500179343,-19.86697203484864,2.1433839926740994,-24.318655758545972,-37.14681101794197,-27.679894272383414,-32.868680835585636,-20.069934394117624,-4.097254408374946,-28.194199420601713,-6.174704875710317,-16.953743306096403,-7.369612851323522,-11.655373287100506,-53.55501902241092,3.17526314256153,-28.78387099842113,-23.265135137541577,-45.02032653571102,-23.522421414487475,-28.511947576025797,22.699109936587256,-18.30990578793203,-26.15415416007175,-25.507578715043884,-22.098965931374845,-11.778592361549276,-37.25273701366953,-18.214682903767425,-26.00382240345541,11.072938570174273,10.784421106768978,-25.72382642357249,-17.885330927140892,-31.51827846500531,-5.890766154142872,-2.6779571703625464,-13.420729827109303,-21.543560957012538,-17.062043763396215,-10.746976725892734,-17.705440495250112,15.390367401152954,-23.312810394893063,-20.46006946736669,-20.28110648040525,-28.141845601552564,-29.19040594370489,-34.552168462411586,-7.1805707693581535,-36.63896839344585,-26.451322510677876,-19.86668077086029,-21.67792507528294,-2.138498291306705,-18.87378523131796,-14.837143790435196,-24.812727739281478,-9.91399783300179,-18.255106758744535,-17.366936035485907,-20.219924152513013,-17.49036652356256,-30.904250043580898,-11.82923492738439,-2.1581605934196464,-6.211296780397653,-9.821146588543039,-18.79745753108885,-27.294152965506264,-41.551651968561956,1.3866198552106965,-19.726322462167303,-6.662444267164851,3.981948508222125,-19.911937824181653,-20.28101757735081,-16.910916570410247,-32.99641033360251,-25.937586200237906,-8.599685349567672,-1.7099458221432062,-15.506089125183347,-15.98139476368924,-20.693844204899495,-18.93997741582867,-7.8624461068144225,2.2835769772870513,-2.358797430397212,-13.334397541844266,-26.395254780690117,-7.174604847242158,-30.193291235525564,-26.816405675941617,-12.776143726006016,-13.844388946160882,-5.5738619282459165
71,14.903704557696953,15.217000348450387,5.44700799902278,22.111018158868653,33.17194527528082,29.39643002532115,24.264033789658463,11.126937954228397,18.101249755499108,20.268168977895346,2.549597190272486,28.72224921893237,28.295531602484942,-12.150170008749244,19.539610469051055,9.024584096940071,10.009468573184087,21.52524859887223,19.63959448892068,32.498998651769305,29.14658735401754,23.67931653218764,3.4525130304064753,2.7010792588134542,22.918633054955674,19.828783914941503,21.804044587946056,18.669175882217655,5.79158069063471,2.339442632030684,8.464597605890653,27.220858597788904,21.596099361263423,27.539209411599785,-5.383699842504791,3.9334119785684436,23.33438049271797,10.026282346375467,7.07140273539291,14.393024119797957,31.488456429544264,6.5318105488395375,14.84190932469999,22.709500826115253,30.428345577868917,20.709423927710745,15.805262760676731,22.261256696549903,15.022542088289493,-5.919298668634584,2.110426628077523,4.515945063421739,12.649849061377443,15.563031289103245,-9.677904596030677,22.778927748207966,6.446287268076128,16.001414591434713,13.727539927409357,10.95529467429408,32.966426564482845,1.0314307428832574,21.84539653255937,-6.792125797920361,15.101951445732336,14.997807935012784,15.628725585046256,11.941293453913723,8.931757978521855,15.860638895568492,8.125538584422241,17.17075658310191,8.476761596403243,-9.860353178756602,14.197745398821125,2.307280313836525,30.54631526164434,27.084051598383653,29.896351999934613,22.061047495657387,28.20919214579063,26.87136684868885,13.785038931119551,20.47889677664414,8.254648494856882,13.157356234984224,14.602675944464215,5.679541362432193,-3.1797389248146377,13.065642973606515,39.018390120395324,16.766536256382064,19.68358555961113,27.159067204875456,33.11054883756158,6.182774798753549,7.478362150610017,7.567288060084851,9.6716578519987,-6.723266364126895,9.871272576854938
76,-20.797138356789677,-7.476612544043791,-31.49617206039052,-21.397804316843786,-30.769916369834945,-11.34989509859806,-13.67284905179335,-25.24183379489317,-13.979592292759207,-24.13379291148987,-32.745682026796786,-15.57924442729696,-19.351517771199045,-10.537010249660973,-28.73739419570086,-10.47430511703861,-10.374819236387236,-27.22949465548745,-15.1003120912393,-19.117571257802737,-14.497490790905609,-29.92990533540805,-13.265326821165562,-37.046172462669674,-4.063042104602644,-20.29232893128655,-13.404335684431555,-24.085459390221526,-16.56581589718667,-27.365778253401473,-17.867455000534136,-25.74282532206803,-23.332062171146625,-21.249702071474797,-20.523516193777393,-52.58302645364502,-16.607100764225148,-31.1026238828751,-30.000437752027953,-15.840004482597116,-9.53041865759141,-21.40949512405038,-30.18421317012769,-21.17073161608772,-23.211281543282887,-15.894401525943039,-16.585938698347,-31.6413397627122,-22.718747582641683,-21.0552643404388,-7.961387000088013,-9.155837328095368,-17.24030123316123,-28.601762392480854,-33.33134977592945,-21.075170752269308,-35.401124327696934,-24.229273086387167,-16.275756106232677,-24.9473650838273,-21.02806602492164,-19.72282793904149,-23.940027551522736,-15.415681265340758,-14.484830525793978,-26.114979041378202,-18.641767493250942,-33.0128015658663,-24.96924578339346,-31.87381391124615,-10.526079751458221,-18.400352217242613,-9.712679672123532,-24.166857024086287,-7.953662078926678,-10.337151972164959,-23.0777736948252,-20.579899186821596,-38.16323778215485,-29.53766730509914,-12.25806843757922,-14.289903837987486,-11.461456359057586,-14.98533333757473,-11.256894775767394,-21.366203708872796,-19.820208967382822,-15.75402848128639,-20.591162333016687,-6.753511655961008,-36.748097595394036,-8.447834080230258,-13.936671249030454,-36.87957962661168,-12.611909429980404,-15.123478456141896,-16.104615264280067,-19.869758598381797,-23.255785399439937,-40.13554146250965,-3.3507264780789328
96,8.833834183723738,11.318328386726877,14.1347267911955,5.671710814383717,4.369211157464908,5.379219272605329,-2.421567417452126,6.256378139983353,1.4772267993100066,14.187838457721558,7.206777967735824,7.483728289385311,-1.4175922145633955,-2.226979097764117,8.388973777081812,9.939243782084835,15.572460381272908,3.723911941460071,5.359501732266441,8.448803028710438,13.22400025146749,9.926035511337814,8.16963441414486,6.7673803894738,10.862895733016972,3.7260271423266538,11.36634324537004,15.806890692648729,13.59882215623733,3.62773476219473,4.134850947709617,9.883749303042727,7.714476538117653,7.530507377451109,16.791992505790702,0.6549073536110566,7.2771073345295125,1.4483867148878353,13.274198909042624,0.25177076469464055,19.85234331850649,14.00868771343901,16.1534040867389,8.448330666980645,21.21293625875378,27.638419776705586,9.27629787096782,4.011973546700925,-5.796619867673803,-11.492556362999373,0.6494781738684274,12.936626748797124,22.811911906731915,9.269679620618271,25.149635209465536,14.184062575526339,14.078013376024224,9.515549651850598,13.361023917234945,22.955328445618633,10.010956444714228,-4.424106700840152,-3.2704387909007906,13.621712761544709,16.17801038394282,7.405674650202508,12.473167194936337,2.6797320893361807,14.124866063963536,8.584371631902098,14.223430604703202,9.203501785886697,20.385909019083066,14.123800114241497,3.2244350140055973,8.23122240053808,17.77063542901499,14.719367199151009,15.177732624645685,2.6603282216921746,1.4658020206238715,12.813950378978767,5.405588461229575,15.558682393148278,8.753464080555963,16.82120346048359,15.588923159949692,6.650782008954934,5.874387243854153,9.160291166113018,-1.4953490011533503,2.95227888160973,14.687779579810446,6.134975671764984,7.838830705354077,6.528460744220876,4.890346775924941,0.6528950697801168,11.302194258750749,6.185239668897053,6.483260694894161
131,-14.541747355171166,-8.96087836578528,-5.359202793554417,-12.620373877572055,-5.517626434582134,-7.660843092917322,-6.376321262722868,-29.093788014219008,-7.885203023734936,-10.917017326999574,2.8834427531331013,-11.011797057896775,-6.316747403988142,-11.349568989121146,6.93772290377113,-3.8224633743590513,-12.689370008570249,-32.85443314743405,-36.06902950816944,-9.311464420438227,-8.58277867126745,-19.688074848464055,-8.974588999613164,-21.395073254197378,-19.34994137902544,12.882763948766476,-13.033568785818929,-3.521832417460905,-9.794122122947085,-45.609511559457495,-2.662938937373868,-20.566742310584345,7.859184219479745,-17.043612799989514,-6.905710520983909,8.902945047251327,-12.16598166112817,-37.95985689129703,-39.25678278261825,9.821354246672707,-12.148388020501052,-13.615545394624966,6.050304790592884,6.515516763882244,-29.115846624511892,-15.797387400234657,4.815421983180146,-4.303032267468261,-28.405417795846887,-22.731411475062362,-26.12239702394035,-16.790120589475386,-5.052135116657507,-15.372167552668529,-21.727634633620372,-11.293675962586013,-23.374178567789023,0.6527025227849954,-3.276206373559747,-16.141716032908903,5.772910809837642,-31.33240791081939,-11.176305685717129,-17.578016103627778,-26.575916920403273,-13.735614070516045,-19.261218628595593,-0.6513215594002535,-8.91682116665843,-18.97106623822453,0.5930016341814675,-3.1138553636850137,-19.265547970425054,-19.87002573748634,-28.808496852630736,-13.635756869658067,-33.028198450320346,-15.109397841246004,-28.918597655066744,-15.123531422386403,10.481731953457794,-17.67570870818986,-55.125396749641595,3.768924946474547,8.144612602041013,-13.755534900017867,-5.938313941560033,-15.953924421260167,-12.712612515196525,-28.32074064734712,-25.608280549200792,-15.281247461375962,-25.64671075829967,-21.943986159615456,-32.76623195966902,7.300567657131458,-23.991464091652,7.228260032681016,-3.0709420654924457,-17.34974057792464,-11.496750728046768
137,-38.41797366273137,-41.51351853963945,-34.44820956134979,-50.99560598393283,-31.943130772889454,-49.151646959629794,-40.982034466771694,-24.70172611408527,-52.31581937646452,-28.386517182451655,-27.281406516230398,-67.85296565645109,-55.43319833867041,-41.984035072794235,-46.90415600301033,-28.724718845497623,-46.620036348060076,-28.476261813923458,-39.98271129805447,-33.486315834480266,-29.737766708184566,-52.82500352886854,-32.0995984090843,-43.99044712846654,-28.698126818775876,-19.364233350682326,-40.38071310382544,-31.69225878883466,-49.08021992529729,-35.84167656114414,-22.227280569736227,-21.43885817044408,-28.906413717694136,-25.05138901096896,-30.623608380634586,-44.83047985411012,-53.29395424794262,-48.08825691781732,-44.02013561697884,-53.46556970451579,-26.504877165656495,-56.69761313490241,-40.224863117341734,-36.52850056028843,-53.181197367920774,-27.016768354820325,-25.55934075718459,-52.04619762627231,-27.88703209496502,-33.6649771208161,-42.729180965062916,-27.0840417309051,-25.52098885347548,-48.30552849717243,-36.90766628035514,-30.50960614917741,-48.92826059606553,-56.868657227162984,-45.43614657882642,-41.61283320709442,-54.54152090910051,-33.99789879166764,-43.238828496532804,-58.73464744124401,-31.33942435242342,-46.221353298337135,-45.14632923031872,-36.329018990616845,-53.12978194171214,-19.78385610573503,-38.74502356150887,-42.450971706645134,-50.23943814277665,-49.5631465278754,-38.47273493073726,-41.80365735800644,-53.26649554241768,-14.977073601791808,-46.06305582543139,-39.46242667176565,-37.43489605566561,-47.62481025983346,-39.09105767604563,-45.03238646133135,-30.69476051570978,-39.59206171339463,-31.043164347815356,-29.408824301129563,-38.06073478997344,-32.69338928145491,-46.79653882772232,-34.126707905278295,-31.43326940545361,-46.229187272402676,-50.57187107499973,-30.250144565425106,-43.721714723503105,-27.03898367837776,-37.906569570427486,-49.62634660718659,-18.769965465917597
194,15.28908593904939,20.19369664176981,8.761434788490842,16.667362178649707,8.65495095215099,25.240358429067957,4.888009586115285,10.065638069900842,9.697410549400734,4.129546920369396,31.85493277790285,13.71282724994078,26.731503568324335,8.663174239382156,18.623529022829132,21.610582009027475,18.576298013104136,16.74049006620716,-1.1506341962624163,17.050849600693834,4.988832401320208,17.706853471770277,16.03425931321113,13.277381918371852,2.8364786358818836,11.332216993400824,3.0189138416723296,11.501373652609463,6.28002101074552,12.96711809838546,33.48327265970976,8.123149607219908,16.389598639788588,16.63877061555628,18.473384751386792,17.40396300526535,12.265666534258727,7.235326359814495,14.045038333911148,20.457579918964786,10.079599599873704,21.01963341968123,13.051793712658913,6.718922839761017,17.270187094959685,18.608795160807848,16.72434933518318,18.654961654516512,11.363138038664975,19.335556105401963,11.3430436756799,7.073594359034718,27.151669724807064,21.275936005534025,28.164765616164395,14.989306327927531,21.325165215349234,27.529232239586275,13.173626602455125,19.884519711297315,7.157441850613813,21.147961907747813,5.906883720232285,12.63843154314165,16.576322924074777,18.54662380873785,18.26324306519259,25.101611257164258,14.348715665814604,2.1354878921671343,30.989036247601277,15.272812758481225,14.212366523959178,23.60046814246075,15.878639176774012,30.348425173165573,13.242726181552747,19.306874129339487,17.16479573324567,14.151911418643564,0.7240740981741389,16.89608010813834,13.49530122774954,26.86590938232386,28.282636516450445,25.476390171715153,18.45094440111962,19.938815501959567,16.785977507080133,20.100634781068194,10.94709983970649,16.52821909815453,12.056901987402746,8.33056090838203,15.560404921392625,0.48347374159522616,17.461270126971698,18.87623420589165,4.84753807429794,18.643781307966194,12.279765040759276
